freq,Z_real,Z_imag
0.001,1.5069847670456664,0.0002989077294106179
0.0012589254117941675,1.5068171613994663,-0.00021357588920255146
0.001584893192461114,1.5070061899783505,6.607105706405006e-05
0.001995262314968879,1.5068594275011002,0.00019331224787425276
0.0025118864315095794,1.5068195534741713,-0.00014717273395509765
0.0031622776601683794,1.5069688850927907,0.00021191312830119876
0.003981071705534973,1.507290799988046,-6.672604061455276e-05
0.005011872336272725,1.5070158084270389,-0.0002474827060716462
0.00630957344480193,1.507570295688046,0.0005247313930585889
0.007943282347242814,1.5070648577005947,-0.00028680808482428
0.01,1.5069020234103903,-0.0007667105826266954
0.012589254117941675,1.5072243067024902,-0.0003357162022180344
0.01584893192461114,1.5074376206031472,-2.8211295344212816e-05
0.0199526231496888,1.5065664565856631,3.2212584883792626e-06
0.025118864315095808,1.507362750677772,-0.0004888622434737709
0.03162277660168379,1.5070945794410324,-0.00037394190086313005
0.039810717055349734,1.5071122058379072,0.00035038005170323367
0.05011872336272725,1.5066202383897305,0.00016686953321965817
0.06309573444801933,1.5069677576127303,-0.000762732834620732
0.07943282347242818,1.5071535853310032,0.0001540016620812941
0.1,1.5067424608215267,-0.0005106997154319433
0.12589254117941676,1.5073685219694706,-0.0004767019872490686
0.15848931924611143,1.5072271726615583,-0.0006985852241640402
0.19952623149688808,1.5068577850590539,-0.0005488008851183073
0.25118864315095824,1.5062833610864634,-0.0006146090375061342
0.31622776601683794,1.5072440189700589,-0.00021063995507671684
0.3981071705534973,1.506708140299442,-0.0006211642395394846
0.5011872336272725,1.5065154778431489,-0.0009488490214173441
0.6309573444801936,1.506602410150858,-0.0005573071383438277
0.7943282347242822,1.5062577544833995,-0.0007501582852099813
1.0,1.5064974239073683,-0.001370345428084931
1.2589254117941675,1.50603732843888,-0.0009753008511497036
1.584893192461114,1.506477644066984,-0.0011846257083546385
1.9952623149688808,1.5057213827025617,-0.0011869903763306396
2.5118864315095824,1.5066382383627737,-0.0018902007979375412
3.1622776601683795,1.5064302954850728,-0.0021122285900323275
3.981071705534973,1.5056540456938174,-0.001705313511803213
5.011872336272725,1.505667622469253,-0.0027774077133054537
6.309573444801936,1.505217919911092,-0.002919462829568126
7.943282347242821,1.5050564254757544,-0.003384938322790625
10.0,1.5040968111782738,-0.0037621622999922445
12.589254117941687,1.5040873828272898,-0.004694600283615098
15.848931924611142,1.50413777768664,-0.004763422362075949
19.952623149688787,1.50248196596529,-0.00619487594406398
25.11886431509582,1.5021347123611402,-0.0069413178387580056
31.622776601683793,1.5021964072969844,-0.007736141189750175
39.81071705534978,1.5004765921705356,-0.008534695063693644
50.11872336272725,1.4996724947458753,-0.00896040881589197
63.09573444801943,1.497367709163316,-0.010743023560684455
79.43282347242821,1.4959204307884941,-0.01235192052795353
100.0,1.4944124145514879,-0.013674209740524423
125.89254117941688,1.49248028168759,-0.014457271684109126
158.48931924611142,1.4902866228657583,-0.01653741870744298
199.5262314968883,1.4879138046159375,-0.018056224871619914
251.18864315095823,1.4846388014825667,-0.01957295656610483
316.22776601683796,1.4819106358743281,-0.020436127837551818
398.1071705534977,1.4775172866648738,-0.021599055511923353
501.18723362727246,1.4741940290303566,-0.022353680508548638
630.9573444801943,1.4696566065476828,-0.022871684796944788
794.3282347242822,1.4659839733477464,-0.023160322385342453
1000.0,1.4617526121763158,-0.022652844957175355
1258.9254117941687,1.4577394224375377,-0.022509855830822906
1584.893192461114,1.454442049445628,-0.022432182866618734
1995.262314968883,1.4505875612865933,-0.021185610530672968
2511.886431509582,1.4470602880907388,-0.019757578829751623
3162.2776601683795,1.4438683971107364,-0.01835495153224894
3981.0717055349774,1.4409737296824383,-0.017051601419023395
5011.872336272725,1.4388915008797296,-0.015562190328632744
6309.573444801943,1.4367495112632012,-0.014114828503487113
7943.282347242822,1.4348731010578946,-0.013127351387382481
10000.0,1.43276179094149,-0.01201753270525474
12589.254117941688,1.4313954190933296,-0.010412043560494603
15848.93192461114,1.4307113433308198,-0.00906793369122653
19952.62314968883,1.4291003676426666,-0.007815297273486482
25118.864315095823,1.4286132441917356,-0.007517202872614661
31622.776601683792,1.4275102918686766,-0.0066549246575452895
39810.71705534977,1.4271199235380503,-0.00591570022852093
50118.72336272725,1.426619702383238,-0.004572081795279737
63095.73444801943,1.426031449243238,-0.004037571051045158
79432.82347242821,1.425488935451415,-0.0036985855193204516
100000.0,1.4250265149617458,-0.0029751878013645388
